02.07.2015                     Dynamic List Display                            1


	BELNR	GJAHR	BSTAT	MONAT	USNAM	XBLNR	BKTXT
	5100000797	 2015	V	    5	AAOT01	1020700046
	5100000798	 2015	V	    5	AAOT01	1020700047
	5100000799	 2015	V	    5	AAOT01	1020700048
	5100000800	 2015	V	    5	AAOT01	1020700049
	5100000804	 2015	V	    5	AOEO01	1010400056
	5100000809	 2015	V	    5	AOCD02	1010200262
	5100000810	 2015	V	    5	AOCD02	1010200261
	5100000813	 2015	V	    5	AOP004	1010300178
	5100000815	 2015	V	    5	ADM001	219040000112571
	5100000819	 2015	V	    5	AOPO01	1110096
	5100000820	 2015	V	    5	AOCD02	1010200266
	5100000821	 2015	V	    5	AOPO01	1110221
	5100000822	 2015	V	    5	AOPO01	1110096
	5100000823	 2015	V	    5	AOCD02	1010200267
	5100000826	 2015	V	    5	ADM001
	5100000827	 2015	V	    5	ADM001	4371998, 4371999
	5100000830	 2015	V	    5	ACTA01	IP58-01/00036
	5100000831	 2015	V	    5	ADM001	06-05800737
	5100000832	 2015	V	    6	AOP003	1010200270
	5100000833	 2015	V	    6	AOP003	1010200268
	5100000834	 2015	V	    5	ADM001
	5100000836	 2015	V	    5	HR001	I15113487
	5100000837	 2015	V	    6	AOP003	1010200271
	5100000838	 2015	V	    6	AOP003	1010200272
	5100000839	 2015	V	    6	AOP003	1010200273
	5100000840	 2015	V	    6	AOP003	1010200274
	5100000841	 2015	V	    6	AOP003	1010200275
	5100000842	 2015	V	    6	AOP003	1010200276
	5100000843	 2015	V	    6	AOP003	1010200277
	5100000844	 2015	V	    6	AOP002	1010300183
	5100000845	 2015	V	    6	ACTA02	CS-FI-002/15-BAW
	5100000846	 2015	V	    6	AOP003	1010200278
	5100000847	 2015	V	    6	AOP003	1010200279
	5100000848	 2015	V	    6	AOP003	1010200280
	5100000849	 2015	V	    6	AOP003	1010200281
	5100000852	 2015	V	    6	AOEO01	1010400060
	5100000853	 2015	V	    6	AOEO01	1010400061
	5100000854	 2015	V	    6	AOEO01	1010400062
	5100000855	 2015	V	    6	AOP003	1010200284
	5100000856	 2015	V	    6	AOP003	1010200285
	5100000857	 2015	V	    6	AOEO01	1010400058
	5100000859	 2015	V	    6	AOST01	1010500079	Officemate
	5100000860	 2015	V	    6	AOCD02	1010200282
	5100000861	 2015	V	    6	AOCD02	1010200283
	5100000862	 2015	V	    6	AOP004
	5100000863	 2015	V	    6	AOP004
	5100000864	 2015	V	    6	AOST01	1010500080	Credit card payment
	5100000865	 2015	V	    6	AOP004
	5100000866	 2015	V	    6	AOP004
	5100000870	 2015	V	    6	AOP003	1010200286
	5100000871	 2015	V	    6	AOP003	1010200287
	5100000872	 2015	V	    6	AOP003	1010200288
	5100000873	 2015	V	    6	AOP003	1010200289
	5100000876	 2015	V	    6	AOP003	1010200296
	5100000880	 2015	V	    6	AOP003	1010200292
	5100000881	 2015	V	    6	AOP003	1010200291
	5100000882	 2015	V	    6	AOP003	1010200296
	5100000885	 2015	V	    6	ADM001
	5100000886	 2015	V	    6	ADM001	SI1503019914
	5100000891	 2015	V	    6	ADM001	5803064
	5100000893	 2015	V	    6	AOST01	1010500082	Event Co., Sucharat
	5100000894	 2015	V	    6	AOEO01	1010400065
	5100000896	 2015	V	    6	AOP001
	5100000897	 2015	V	    6	AOEO01	1010400066
	5100000898	 2015	V	    6	AOEO01	1010400067
	5100000900	 2015	V	    6	AOP003	1010200276
	5100000901	 2015	V	    6	AOEO01	1010400069
	5100000902	 2015	V	    6	AOEO01	1010400068
	5100000903	 2015	V	    6	AOP003	1010200300
	5100000906	 2015	V	    6	ACTA01
	5100000908	 2015	V	    6	ADM001
	5100000912	 2015	V	    6	ADM001	958057
	5100000913	 2015	V	    6	AOP003	1010200300
	5100000919	 2015	V	    6	AOP004
	5100000920	 2015	V	    6	ACT002	6813	Airfare/AFoCoTrg/Ch'ngMai
	5100000922	 2015	V	    6	AOCD02	1010200304
	5100000925	 2015	V	    6	HR001	0315/015
	5100000927	 2015	V	    6	AOCD01	AC-14-249	AdditionalAirfare/CinLian
	5100000928	 2015	V	    6	AOST01	1010500083	Skyler, copy-edit flyers
	5100000931	 2015	V	    6	AOP001
	5100000935	 2015	V	    6	AOP002	1010300190	1st Intallment to INBAR
	5100000936	 2015	V	    6	AAOC01	1030100038
	5100000942	 2015	V	    6	AOEO01	1010400070
	5100000943	 2015	V	    6	AOPO01	1010300193	Mailing cost of Feb15
	5100000944	 2015	V	    6	AOPO01	1010300191
	5100000949	 2015	V	    6	AOCD02	1010200318
	5100000951	 2015	V	    6	AOP003	1010200276
	5100000953	 2015	V	    6	ITO01	ATX-15030017
	5100000956	 2015	V	    6	AOCD01	TOON/CONSULT.FEE	Toon/Consultancy Fee
	5100000960	 2015	V	    6	ACTA01	CS-FI-001/15-BAW
	5100000961	 2015	V	    6	ACTA01	CS-FI-002/15-BAW
	5100000967	 2015	V	    6	AOEO01	1010400072
	5100000968	 2015	V	    6	AOEO01	1010400073
	5100000969	 2015	V	    6	AOEO01	1010400074
	5100000974	 2015	V	    6	HR001
	5100000975	 2015	V	    6	HR001	009597
	5100000976	 2015	V	    6	ADM001	0165369
